,Virus
483,SARS_COV_2 
3497,SARS_COV_2 
1577,SARS_COV_2 
3702,SARS_COV_2 
1387,SARS_COV_2 
2799,SARS_COV_2 
3969,SARS_COV_2 
12854,MERS       
9807,SARS_COV_2 
2237,SARS_COV_2 
1776,SARS_COV_2 
4111,SARS_COV_2 
8029,SARS_COV_2 
183,SARS_COV_2 
974,SARS_COV_2 
8082,SARS_COV_2 
5833,SARS_COV_2 
3406,SARS_COV_2 
1739,SARS_COV_2 
10036,SARS_COV_2 
3493,SARS_COV_2 
9495,SARS_COV_2 
5964,SARS_COV_2 
8840,SARS_COV_2 
11080,SARS_COV_2 
6267,SARS_COV_2 
1378,SARS_COV_2 
4914,SARS_COV_2 
12491,MERS       
1870,SARS_COV_2 
6005,SARS_COV_2 
3836,SARS_COV_2 
8303,SARS_COV_2 
1680,SARS_COV_2 
3890,SARS_COV_2 
6301,SARS_COV_2 
11742,MERS       
7498,SARS_COV_2 
690,SARS_COV_2 
6012,SARS_COV_2 
912,SARS_COV_2 
9818,SARS_COV_2 
6838,SARS_COV_2 
6212,SARS_COV_2 
9141,SARS_COV_2 
2448,SARS_COV_2 
673,SARS_COV_2 
11502,MERS       
13068,MERS       
11972,MERS       
6907,SARS_COV_2 
9181,SARS_COV_2 
3532,SARS_COV_2 
9138,SARS_COV_2 
7171,SARS_COV_2 
12409,MERS       
12906,MERS       
8098,SARS_COV_2 
6360,SARS_COV_2 
48,SARS_COV_2 
2792,SARS_COV_2 
10385,SARS_COV_2 
9302,SARS_COV_2 
4763,SARS_COV_2 
3543,SARS_COV_2 
8962,SARS_COV_2 
6693,SARS_COV_2 
9089,SARS_COV_2 
4411,SARS_COV_2 
5338,SARS_COV_2 
3048,SARS_COV_2 
58,SARS_COV_2 
11375,MERS       
6208,SARS_COV_2 
4596,SARS_COV_2 
12690,MERS       
3368,SARS_COV_2 
10642,SARS_COV_2 
10407,SARS_COV_2 
11918,MERS       
466,SARS_COV_2 
7861,SARS_COV_2 
9146,SARS_COV_2 
10384,SARS_COV_2 
11060,SARS_COV_2 
5765,SARS_COV_2 
7070,SARS_COV_2 
2176,SARS_COV_2 
1836,SARS_COV_2 
9556,SARS_COV_2 
9729,SARS_COV_2 
11125,SARS_COV_2 
3474,SARS_COV_2 
2593,SARS_COV_2 
6209,SARS_COV_2 
6961,SARS_COV_2 
8175,SARS_COV_2 
4418,SARS_COV_2 
2069,SARS_COV_2 
10564,SARS_COV_2 
7313,SARS_COV_2 
12948,MERS       
2221,SARS_COV_2 
3182,SARS_COV_2 
6393,SARS_COV_2 
12789,MERS       
9842,SARS_COV_2 
7707,SARS_COV_2 
12651,MERS       
1362,SARS_COV_2 
2750,SARS_COV_2 
9294,SARS_COV_2 
6731,SARS_COV_2 
13169,MERS       
4982,SARS_COV_2 
10320,SARS_COV_2 
10804,SARS_COV_2 
4915,SARS_COV_2 
529,SARS_COV_2 
1042,SARS_COV_2 
6387,SARS_COV_2 
5052,SARS_COV_2 
12095,MERS       
8308,SARS_COV_2 
4984,SARS_COV_2 
447,SARS_COV_2 
7886,SARS_COV_2 
2050,SARS_COV_2 
4867,SARS_COV_2 
6517,SARS_COV_2 
7765,SARS_COV_2 
8782,SARS_COV_2 
12457,MERS       
244,SARS_COV_2 
8304,SARS_COV_2 
2646,SARS_COV_2 
6999,SARS_COV_2 
10502,SARS_COV_2 
7425,SARS_COV_2 
10659,SARS_COV_2 
11427,MERS       
5815,SARS_COV_2 
4481,SARS_COV_2 
3782,SARS_COV_2 
10451,SARS_COV_2 
8907,SARS_COV_2 
3180,SARS_COV_2 
10898,SARS_COV_2 
1040,SARS_COV_2 
12198,MERS       
3756,SARS_COV_2 
5057,SARS_COV_2 
5582,SARS_COV_2 
3778,SARS_COV_2 
10391,SARS_COV_2 
10150,SARS_COV_2 
642,SARS_COV_2 
12843,MERS       
1831,SARS_COV_2 
4711,SARS_COV_2 
8004,SARS_COV_2 
8891,SARS_COV_2 
6676,SARS_COV_2 
9105,SARS_COV_2 
9850,SARS_COV_2 
8213,SARS_COV_2 
9769,SARS_COV_2 
532,SARS_COV_2 
6307,SARS_COV_2 
5665,SARS_COV_2 
9552,SARS_COV_2 
7818,SARS_COV_2 
7621,SARS_COV_2 
1043,SARS_COV_2 
1710,SARS_COV_2 
6668,SARS_COV_2 
12709,MERS       
352,SARS_COV_2 
4689,SARS_COV_2 
6420,SARS_COV_2 
11908,MERS       
2603,SARS_COV_2 
12803,MERS       
3321,SARS_COV_2 
5905,SARS_COV_2 
10513,SARS_COV_2 
939,SARS_COV_2 
5778,SARS_COV_2 
1326,SARS_COV_2 
2406,SARS_COV_2 
6001,SARS_COV_2 
7646,SARS_COV_2 
8021,SARS_COV_2 
1437,SARS_COV_2 
9995,SARS_COV_2 
10694,SARS_COV_2 
7495,SARS_COV_2 
3528,SARS_COV_2 
7865,SARS_COV_2 
9581,SARS_COV_2 
11414,MERS       
6135,SARS_COV_2 
1744,SARS_COV_2 
8022,SARS_COV_2 
11405,MERS       
7091,SARS_COV_2 
711,SARS_COV_2 
2656,SARS_COV_2 
3460,SARS_COV_2 
12213,MERS       
8034,SARS_COV_2 
7633,SARS_COV_2 
12019,MERS       
4594,SARS_COV_2 
2545,SARS_COV_2 
393,SARS_COV_2 
7738,SARS_COV_2 
11095,SARS_COV_2 
4894,SARS_COV_2 
420,SARS_COV_2 
896,SARS_COV_2 
9,SARS_COV_2 
6341,SARS_COV_2 
3019,SARS_COV_2 
7063,SARS_COV_2 
9578,SARS_COV_2 
4544,SARS_COV_2 
1413,SARS_COV_2 
3327,SARS_COV_2 
1325,SARS_COV_2 
490,SARS_COV_2 
6519,SARS_COV_2 
2596,SARS_COV_2 
11469,MERS       
2735,SARS_COV_2 
7290,SARS_COV_2 
102,SARS_COV_2 
9710,SARS_COV_2 
6463,SARS_COV_2 
1614,SARS_COV_2 
3616,SARS_COV_2 
12450,MERS       
6742,SARS_COV_2 
11325,SARS_COV_2 
11563,MERS       
12275,MERS       
822,SARS_COV_2 
2298,SARS_COV_2 
13125,MERS       
9618,SARS_COV_2 
7094,SARS_COV_2 
8890,SARS_COV_2 
3076,SARS_COV_2 
12147,MERS       
1293,SARS_COV_2 
5728,SARS_COV_2 
11820,MERS       
5265,SARS_COV_2 
1232,SARS_COV_2 
1752,SARS_COV_2 
2106,SARS_COV_2 
8677,SARS_COV_2 
6888,SARS_COV_2 
12423,MERS       
9240,SARS_COV_2 
2993,SARS_COV_2 
3583,SARS_COV_2 
331,SARS_COV_2 
1883,SARS_COV_2 
11071,SARS_COV_2 
11411,MERS       
11146,SARS_COV_2 
6026,SARS_COV_2 
11501,MERS       
11752,MERS       
1012,SARS_COV_2 
11149,SARS_COV_2 
2158,SARS_COV_2 
1637,SARS_COV_2 
10629,SARS_COV_2 
13155,MERS       
5097,SARS_COV_2 
9966,SARS_COV_2 
9399,SARS_COV_2 
9844,SARS_COV_2 
8841,SARS_COV_2 
12779,MERS       
11741,MERS       
12704,MERS       
1049,SARS_COV_2 
12713,MERS       
12760,MERS       
2753,SARS_COV_2 
1677,SARS_COV_2 
9001,SARS_COV_2 
10010,SARS_COV_2 
10672,SARS_COV_2 
1396,SARS_COV_2 
8946,SARS_COV_2 
3453,SARS_COV_2 
4682,SARS_COV_2 
11928,MERS       
3043,SARS_COV_2 
3727,SARS_COV_2 
3640,SARS_COV_2 
12187,MERS       
3789,SARS_COV_2 
57,SARS_COV_2 
1774,SARS_COV_2 
10501,SARS_COV_2 
1877,SARS_COV_2 
4805,SARS_COV_2 
1287,SARS_COV_2 
10620,SARS_COV_2 
13136,MERS       
2666,SARS_COV_2 
3738,SARS_COV_2 
11627,MERS       
2375,SARS_COV_2 
7975,SARS_COV_2 
9063,SARS_COV_2 
5895,SARS_COV_2 
9259,SARS_COV_2 
4721,SARS_COV_2 
7329,SARS_COV_2 
1606,SARS_COV_2 
297,SARS_COV_2 
12632,MERS       
10014,SARS_COV_2 
1783,SARS_COV_2 
9968,SARS_COV_2 
1516,SARS_COV_2 
11717,MERS       
7849,SARS_COV_2 
11130,SARS_COV_2 
1364,SARS_COV_2 
7920,SARS_COV_2 
10966,SARS_COV_2 
1826,SARS_COV_2 
7385,SARS_COV_2 
11356,MERS       
4340,SARS_COV_2 
10482,SARS_COV_2 
6690,SARS_COV_2 
1131,SARS_COV_2 
12775,MERS       
6945,SARS_COV_2 
8174,SARS_COV_2 
5475,SARS_COV_2 
9815,SARS_COV_2 
4760,SARS_COV_2 
7815,SARS_COV_2 
8512,SARS_COV_2 
9862,SARS_COV_2 
7186,SARS_COV_2 
7467,SARS_COV_2 
8083,SARS_COV_2 
1197,SARS_COV_2 
12529,MERS       
8604,SARS_COV_2 
4740,SARS_COV_2 
2698,SARS_COV_2 
12697,MERS       
1320,SARS_COV_2 
2285,SARS_COV_2 
2892,SARS_COV_2 
9932,SARS_COV_2 
9878,SARS_COV_2 
13198,SARS_COV_1 
5161,SARS_COV_2 
9548,SARS_COV_2 
3429,SARS_COV_2 
274,SARS_COV_2 
6777,SARS_COV_2 
5241,SARS_COV_2 
9881,SARS_COV_2 
11131,SARS_COV_2 
12566,MERS       
11042,SARS_COV_2 
4469,SARS_COV_2 
5515,SARS_COV_2 
3244,SARS_COV_2 
5429,SARS_COV_2 
13173,MERS       
4949,SARS_COV_2 
3560,SARS_COV_2 
4253,SARS_COV_2 
12675,MERS       
12737,MERS       
9315,SARS_COV_2 
1975,SARS_COV_2 
5946,SARS_COV_2 
2161,SARS_COV_2 
2970,SARS_COV_2 
3685,SARS_COV_2 
6889,SARS_COV_2 
4773,SARS_COV_2 
12933,MERS       
7767,SARS_COV_2 
12864,MERS       
6494,SARS_COV_2 
3853,SARS_COV_2 
8394,SARS_COV_2 
10768,SARS_COV_2 
6641,SARS_COV_2 
12001,MERS       
7174,SARS_COV_2 
4507,SARS_COV_2 
3357,SARS_COV_2 
8151,SARS_COV_2 
2940,SARS_COV_2 
2880,SARS_COV_2 
2716,SARS_COV_2 
4840,SARS_COV_2 
8434,SARS_COV_2 
6990,SARS_COV_2 
1856,SARS_COV_2 
11670,MERS       
12418,MERS       
1485,SARS_COV_2 
7930,SARS_COV_2 
9052,SARS_COV_2 
12075,MERS       
308,SARS_COV_2 
13078,MERS       
11159,SARS_COV_2 
9172,SARS_COV_2 
1055,SARS_COV_2 
12784,MERS       
11015,SARS_COV_2 
838,SARS_COV_2 
2364,SARS_COV_2 
3093,SARS_COV_2 
2591,SARS_COV_2 
1403,SARS_COV_2 
6926,SARS_COV_2 
190,SARS_COV_2 
6787,SARS_COV_2 
1363,SARS_COV_2 
3399,SARS_COV_2 
11191,SARS_COV_2 
9860,SARS_COV_2 
9441,SARS_COV_2 
3900,SARS_COV_2 
6381,SARS_COV_2 
12435,MERS       
7735,SARS_COV_2 
4780,SARS_COV_2 
11859,MERS       
1291,SARS_COV_2 
2438,SARS_COV_2 
2751,SARS_COV_2 
2920,SARS_COV_2 
2995,SARS_COV_2 
7606,SARS_COV_2 
3703,SARS_COV_2 
5817,SARS_COV_2 
11181,SARS_COV_2 
5162,SARS_COV_2 
9418,SARS_COV_2 
10009,SARS_COV_2 
9802,SARS_COV_2 
11829,MERS       
3624,SARS_COV_2 
8347,SARS_COV_2 
10690,SARS_COV_2 
1097,SARS_COV_2 
9101,SARS_COV_2 
12607,MERS       
3473,SARS_COV_2 
7463,SARS_COV_2 
13161,MERS       
10280,SARS_COV_2 
5579,SARS_COV_2 
11287,SARS_COV_2 
9273,SARS_COV_2 
4121,SARS_COV_2 
5110,SARS_COV_2 
6831,SARS_COV_2 
3850,SARS_COV_2 
11509,MERS       
11568,MERS       
11679,MERS       
8038,SARS_COV_2 
349,SARS_COV_2 
526,SARS_COV_2 
70,SARS_COV_2 
5873,SARS_COV_2 
4663,SARS_COV_2 
5795,SARS_COV_2 
9281,SARS_COV_2 
11967,MERS       
1880,SARS_COV_2 
12086,MERS       
1180,SARS_COV_2 
12141,MERS       
6644,SARS_COV_2 
2987,SARS_COV_2 
1810,SARS_COV_2 
11226,SARS_COV_2 
13138,MERS       
6297,SARS_COV_2 
1505,SARS_COV_2 
11842,MERS       
2455,SARS_COV_2 
3762,SARS_COV_2 
4400,SARS_COV_2 
4514,SARS_COV_2 
4168,SARS_COV_2 
7655,SARS_COV_2 
8233,SARS_COV_2 
3775,SARS_COV_2 
6089,SARS_COV_2 
2904,SARS_COV_2 
2121,SARS_COV_2 
1733,SARS_COV_2 
3513,SARS_COV_2 
592,SARS_COV_2 
13133,MERS       
10784,SARS_COV_2 
11105,SARS_COV_2 
3305,SARS_COV_2 
3459,SARS_COV_2 
6594,SARS_COV_2 
5435,SARS_COV_2 
1906,SARS_COV_2 
6535,SARS_COV_2 
6715,SARS_COV_2 
11124,SARS_COV_2 
1121,SARS_COV_2 
12577,MERS       
4939,SARS_COV_2 
2635,SARS_COV_2 
2869,SARS_COV_2 
4001,SARS_COV_2 
2865,SARS_COV_2 
9289,SARS_COV_2 
505,SARS_COV_2 
5657,SARS_COV_2 
7058,SARS_COV_2 
5773,SARS_COV_2 
3723,SARS_COV_2 
9731,SARS_COV_2 
2166,SARS_COV_2 
2709,SARS_COV_2 
12348,MERS       
7928,SARS_COV_2 
12896,MERS       
3022,SARS_COV_2 
12433,MERS       
7836,SARS_COV_2 
10296,SARS_COV_2 
9718,SARS_COV_2 
11195,SARS_COV_2 
12007,MERS       
4275,SARS_COV_2 
7548,SARS_COV_2 
7494,SARS_COV_2 
929,SARS_COV_2 
7716,SARS_COV_2 
9625,SARS_COV_2 
6683,SARS_COV_2 
5569,SARS_COV_2 
9883,SARS_COV_2 
10160,SARS_COV_2 
4797,SARS_COV_2 
6262,SARS_COV_2 
10340,SARS_COV_2 
5639,SARS_COV_2 
1763,SARS_COV_2 
3765,SARS_COV_2 
1333,SARS_COV_2 
6995,SARS_COV_2 
3611,SARS_COV_2 
8429,SARS_COV_2 
12061,MERS       
4043,SARS_COV_2 
9190,SARS_COV_2 
2222,SARS_COV_2 
9765,SARS_COV_2 
8101,SARS_COV_2 
4399,SARS_COV_2 
10205,SARS_COV_2 
3667,SARS_COV_2 
6880,SARS_COV_2 
6163,SARS_COV_2 
2059,SARS_COV_2 
107,SARS_COV_2 
3075,SARS_COV_2 
6030,SARS_COV_2 
8058,SARS_COV_2 
143,SARS_COV_2 
3416,SARS_COV_2 
1982,SARS_COV_2 
6169,SARS_COV_2 
9830,SARS_COV_2 
4614,SARS_COV_2 
11262,SARS_COV_2 
3612,SARS_COV_2 
8496,SARS_COV_2 
8611,SARS_COV_2 
2286,SARS_COV_2 
8725,SARS_COV_2 
5309,SARS_COV_2 
9178,SARS_COV_2 
2379,SARS_COV_2 
11192,SARS_COV_2 
12397,MERS       
6597,SARS_COV_2 
12861,MERS       
9795,SARS_COV_2 
3741,SARS_COV_2 
10198,SARS_COV_2 
11953,MERS       
1196,SARS_COV_2 
10647,SARS_COV_2 
13126,MERS       
9164,SARS_COV_2 
2538,SARS_COV_2 
12537,MERS       
1304,SARS_COV_2 
1642,SARS_COV_2 
3678,SARS_COV_2 
1179,SARS_COV_2 
3366,SARS_COV_2 
5244,SARS_COV_2 
6820,SARS_COV_2 
2341,SARS_COV_2 
5207,SARS_COV_2 
11973,MERS       
162,SARS_COV_2 
10676,SARS_COV_2 
3452,SARS_COV_2 
2462,SARS_COV_2 
8975,SARS_COV_2 
8917,SARS_COV_2 
11369,MERS       
2313,SARS_COV_2 
850,SARS_COV_2 
10374,SARS_COV_2 
13044,MERS       
9558,SARS_COV_2 
7309,SARS_COV_2 
10274,SARS_COV_2 
1059,SARS_COV_2 
216,SARS_COV_2 
778,SARS_COV_2 
10842,SARS_COV_2 
4502,SARS_COV_2 
2181,SARS_COV_2 
3026,SARS_COV_2 
11607,MERS       
4282,SARS_COV_2 
6906,SARS_COV_2 
2402,SARS_COV_2 
602,SARS_COV_2 
3930,SARS_COV_2 
1929,SARS_COV_2 
12475,MERS       
5205,SARS_COV_2 
2595,SARS_COV_2 
9086,SARS_COV_2 
2710,SARS_COV_2 
3709,SARS_COV_2 
5694,SARS_COV_2 
3046,SARS_COV_2 
12983,MERS       
11806,MERS       
4476,SARS_COV_2 
5843,SARS_COV_2 
8767,SARS_COV_2 
7202,SARS_COV_2 
11899,MERS       
1079,SARS_COV_2 
1439,SARS_COV_2 
11432,MERS       
11944,MERS       
10257,SARS_COV_2 
10841,SARS_COV_2 
10027,SARS_COV_2 
1487,SARS_COV_2 
7859,SARS_COV_2 
12804,MERS       
11347,MERS       
3785,SARS_COV_2 
3312,SARS_COV_2 
3607,SARS_COV_2 
9773,SARS_COV_2 
4358,SARS_COV_2 
364,SARS_COV_2 
647,SARS_COV_2 
7287,SARS_COV_2 
5620,SARS_COV_2 
2052,SARS_COV_2 
2134,SARS_COV_2 
3265,SARS_COV_2 
10987,SARS_COV_2 
4274,SARS_COV_2 
8814,SARS_COV_2 
3216,SARS_COV_2 
7673,SARS_COV_2 
7639,SARS_COV_2 
847,SARS_COV_2 
2655,SARS_COV_2 
4643,SARS_COV_2 
7067,SARS_COV_2 
13086,MERS       
8790,SARS_COV_2 
3990,SARS_COV_2 
5725,SARS_COV_2 
3963,SARS_COV_2 
12471,MERS       
4461,SARS_COV_2 
9345,SARS_COV_2 
1037,SARS_COV_2 
3816,SARS_COV_2 
2861,SARS_COV_2 
12741,MERS       
4678,SARS_COV_2 
5365,SARS_COV_2 
5359,SARS_COV_2 
6612,SARS_COV_2 
6413,SARS_COV_2 
10333,SARS_COV_2 
9280,SARS_COV_2 
4793,SARS_COV_2 
4450,SARS_COV_2 
2120,SARS_COV_2 
8792,SARS_COV_2 
5251,SARS_COV_2 
7334,SARS_COV_2 
12130,MERS       
11057,SARS_COV_2 
12051,MERS       
12616,MERS       
1359,SARS_COV_2 
12251,MERS       
2663,SARS_COV_2 
6125,SARS_COV_2 
2238,SARS_COV_2 
12308,MERS       
4173,SARS_COV_2 
11665,MERS       
2747,SARS_COV_2 
196,SARS_COV_2 
11795,MERS       
12150,MERS       
8003,SARS_COV_2 
3866,SARS_COV_2 
7383,SARS_COV_2 
1514,SARS_COV_2 
5573,SARS_COV_2 
605,SARS_COV_2 
9829,SARS_COV_2 
12291,MERS       
1690,SARS_COV_2 
6879,SARS_COV_2 
1869,SARS_COV_2 
11803,MERS       
9200,SARS_COV_2 
2607,SARS_COV_2 
6913,SARS_COV_2 
4585,SARS_COV_2 
1527,SARS_COV_2 
6632,SARS_COV_2 
1957,SARS_COV_2 
1849,SARS_COV_2 
10761,SARS_COV_2 
12526,MERS       
3423,SARS_COV_2 
9593,SARS_COV_2 
8683,SARS_COV_2 
4460,SARS_COV_2 
8949,SARS_COV_2 
6804,SARS_COV_2 
5616,SARS_COV_2 
7691,SARS_COV_2 
819,SARS_COV_2 
7828,SARS_COV_2 
10046,SARS_COV_2 
7415,SARS_COV_2 
9693,SARS_COV_2 
3843,SARS_COV_2 
1689,SARS_COV_2 
6846,SARS_COV_2 
873,SARS_COV_2 
2081,SARS_COV_2 
5217,SARS_COV_2 
9798,SARS_COV_2 
10204,SARS_COV_2 
12820,MERS       
5530,SARS_COV_2 
9532,SARS_COV_2 
9162,SARS_COV_2 
9730,SARS_COV_2 
10268,SARS_COV_2 
6252,SARS_COV_2 
10581,SARS_COV_2 
9388,SARS_COV_2 
1259,SARS_COV_2 
4130,SARS_COV_2 
10597,SARS_COV_2 
7245,SARS_COV_2 
4305,SARS_COV_2 
6504,SARS_COV_2 
752,SARS_COV_2 
3964,SARS_COV_2 
10831,SARS_COV_2 
5214,SARS_COV_2 
9594,SARS_COV_2 
4620,SARS_COV_2 
9728,SARS_COV_2 
9210,SARS_COV_2 
789,SARS_COV_2 
8227,SARS_COV_2 
7549,SARS_COV_2 
3469,SARS_COV_2 
6279,SARS_COV_2 
5944,SARS_COV_2 
217,SARS_COV_2 
8279,SARS_COV_2 
1657,SARS_COV_2 
296,SARS_COV_2 
99,SARS_COV_2 
12548,MERS       
11314,SARS_COV_2 
5440,SARS_COV_2 
11925,MERS       
9140,SARS_COV_2 
2621,SARS_COV_2 
833,SARS_COV_2 
5857,SARS_COV_2 
3886,SARS_COV_2 
7642,SARS_COV_2 
12088,MERS       
5236,SARS_COV_2 
11965,MERS       
10253,SARS_COV_2 
1479,SARS_COV_2 
1967,SARS_COV_2 
10457,SARS_COV_2 
5141,SARS_COV_2 
5605,SARS_COV_2 
4064,SARS_COV_2 
11467,MERS       
3763,SARS_COV_2 
10049,SARS_COV_2 
9192,SARS_COV_2 
5469,SARS_COV_2 
1750,SARS_COV_2 
7833,SARS_COV_2 
6891,SARS_COV_2 
4737,SARS_COV_2 
292,SARS_COV_2 
10796,SARS_COV_2 
6916,SARS_COV_2 
8994,SARS_COV_2 
2909,SARS_COV_2 
7314,SARS_COV_2 
12726,MERS       
8000,SARS_COV_2 
2194,SARS_COV_2 
3913,SARS_COV_2 
11081,SARS_COV_2 
9576,SARS_COV_2 
928,SARS_COV_2 
4854,SARS_COV_2 
1782,SARS_COV_2 
12558,MERS       
1584,SARS_COV_2 
12589,MERS       
2608,SARS_COV_2 
10587,SARS_COV_2 
3684,SARS_COV_2 
4100,SARS_COV_2 
3203,SARS_COV_2 
9987,SARS_COV_2 
4582,SARS_COV_2 
2477,SARS_COV_2 
2846,SARS_COV_2 
10615,SARS_COV_2 
12974,MERS       
8372,SARS_COV_2 
6531,SARS_COV_2 
6440,SARS_COV_2 
12081,MERS       
6501,SARS_COV_2 
398,SARS_COV_2 
4850,SARS_COV_2 
1202,SARS_COV_2 
11489,MERS       
10527,SARS_COV_2 
3392,SARS_COV_2 
2552,SARS_COV_2 
638,SARS_COV_2 
10519,SARS_COV_2 
9988,SARS_COV_2 
6119,SARS_COV_2 
9653,SARS_COV_2 
12232,MERS       
12015,MERS       
849,SARS_COV_2 
2856,SARS_COV_2 
3111,SARS_COV_2 
4710,SARS_COV_2 
11725,MERS       
4937,SARS_COV_2 
7170,SARS_COV_2 
11362,MERS       
651,SARS_COV_2 
10355,SARS_COV_2 
6574,SARS_COV_2 
3880,SARS_COV_2 
451,SARS_COV_2 
1504,SARS_COV_2 
11802,MERS       
977,SARS_COV_2 
5326,SARS_COV_2 
50,SARS_COV_2 
4075,SARS_COV_2 
1191,SARS_COV_2 
7324,SARS_COV_2 
2331,SARS_COV_2 
12261,MERS       
3481,SARS_COV_2 
8670,SARS_COV_2 
10356,SARS_COV_2 
1955,SARS_COV_2 
9950,SARS_COV_2 
11368,MERS       
4215,SARS_COV_2 
1418,SARS_COV_2 
8630,SARS_COV_2 
9756,SARS_COV_2 
10216,SARS_COV_2 
4668,SARS_COV_2 
7611,SARS_COV_2 
774,SARS_COV_2 
540,SARS_COV_2 
6465,SARS_COV_2 
10765,SARS_COV_2 
7780,SARS_COV_2 
12883,MERS       
9224,SARS_COV_2 
9350,SARS_COV_2 
7315,SARS_COV_2 
11336,MERS       
11421,MERS       
7365,SARS_COV_2 
6008,SARS_COV_2 
1817,SARS_COV_2 
11896,MERS       
11441,MERS       
12375,MERS       
3999,SARS_COV_2 
5766,SARS_COV_2 
1498,SARS_COV_2 
3857,SARS_COV_2 
10766,SARS_COV_2 
9003,SARS_COV_2 
1384,SARS_COV_2 
10078,SARS_COV_2 
2456,SARS_COV_2 
74,SARS_COV_2 
9235,SARS_COV_2 
6828,SARS_COV_2 
6659,SARS_COV_2 
12611,MERS       
10539,SARS_COV_2 
11933,MERS       
7724,SARS_COV_2 
11954,MERS       
2998,SARS_COV_2 
8925,SARS_COV_2 
7034,SARS_COV_2 
3924,SARS_COV_2 
8221,SARS_COV_2 
4638,SARS_COV_2 
2831,SARS_COV_2 
12428,MERS       
12870,MERS       
7579,SARS_COV_2 
3978,SARS_COV_2 
6619,SARS_COV_2 
11360,MERS       
5501,SARS_COV_2 
9154,SARS_COV_2 
9478,SARS_COV_2 
10006,SARS_COV_2 
1785,SARS_COV_2 
2699,SARS_COV_2 
6239,SARS_COV_2 
1337,SARS_COV_2 
691,SARS_COV_2 
2680,SARS_COV_2 
3594,SARS_COV_2 
5313,SARS_COV_2 
3686,SARS_COV_2 
5005,SARS_COV_2 
12788,MERS       
2622,SARS_COV_2 
11075,SARS_COV_2 
1062,SARS_COV_2 
7305,SARS_COV_2 
2311,SARS_COV_2 
1071,SARS_COV_2 
12155,MERS       
6327,SARS_COV_2 
6145,SARS_COV_2 
8194,SARS_COV_2 
7460,SARS_COV_2 
10206,SARS_COV_2 
3654,SARS_COV_2 
7146,SARS_COV_2 
2671,SARS_COV_2 
8342,SARS_COV_2 
5537,SARS_COV_2 
10554,SARS_COV_2 
7481,SARS_COV_2 
10712,SARS_COV_2 
12838,MERS       
4199,SARS_COV_2 
8166,SARS_COV_2 
5341,SARS_COV_2 
12480,MERS       
4501,SARS_COV_2 
5738,SARS_COV_2 
10522,SARS_COV_2 
12580,MERS       
1482,SARS_COV_2 
6427,SARS_COV_2 
3432,SARS_COV_2 
6353,SARS_COV_2 
8681,SARS_COV_2 
1425,SARS_COV_2 
12438,MERS       
6148,SARS_COV_2 
10124,SARS_COV_2 
7462,SARS_COV_2 
4118,SARS_COV_2 
6658,SARS_COV_2 
683,SARS_COV_2 
4285,SARS_COV_2 
8232,SARS_COV_2 
4827,SARS_COV_2 
3176,SARS_COV_2 
2986,SARS_COV_2 
6680,SARS_COV_2 
5767,SARS_COV_2 
10166,SARS_COV_2 
958,SARS_COV_2 
2472,SARS_COV_2 
7431,SARS_COV_2 
8278,SARS_COV_2 
3134,SARS_COV_2 
3933,SARS_COV_2 
1149,SARS_COV_2 
3832,SARS_COV_2 
11444,MERS       
2783,SARS_COV_2 
1035,SARS_COV_2 
12652,MERS       
11755,MERS       
10079,SARS_COV_2 
9287,SARS_COV_2 
3647,SARS_COV_2 
2977,SARS_COV_2 
3518,SARS_COV_2 
2318,SARS_COV_2 
3119,SARS_COV_2 
6205,SARS_COV_2 
2764,SARS_COV_2 
10969,SARS_COV_2 
549,SARS_COV_2 
11723,MERS       
11963,MERS       
2308,SARS_COV_2 
5552,SARS_COV_2 
207,SARS_COV_2 
11431,MERS       
2664,SARS_COV_2 
9562,SARS_COV_2 
6161,SARS_COV_2 
8562,SARS_COV_2 
3993,SARS_COV_2 
13092,MERS       
1311,SARS_COV_2 
5957,SARS_COV_2 
3168,SARS_COV_2 
3695,SARS_COV_2 
10830,SARS_COV_2 
6691,SARS_COV_2 
9588,SARS_COV_2 
12857,MERS       
6310,SARS_COV_2 
9971,SARS_COV_2 
6738,SARS_COV_2 
1966,SARS_COV_2 
7032,SARS_COV_2 
6249,SARS_COV_2 
11393,MERS       
11412,MERS       
12550,MERS       
4232,SARS_COV_2 
1903,SARS_COV_2 
11448,MERS       
8192,SARS_COV_2 
3711,SARS_COV_2 
12517,MERS       
6338,SARS_COV_2 
7125,SARS_COV_2 
9651,SARS_COV_2 
2947,SARS_COV_2 
957,SARS_COV_2 
9498,SARS_COV_2 
3499,SARS_COV_2 
12209,MERS       
1297,SARS_COV_2 
7143,SARS_COV_2 
7569,SARS_COV_2 
10409,SARS_COV_2 
5432,SARS_COV_2 
3687,SARS_COV_2 
6721,SARS_COV_2 
4167,SARS_COV_2 
3680,SARS_COV_2 
2445,SARS_COV_2 
9846,SARS_COV_2 
9336,SARS_COV_2 
13021,MERS       
6412,SARS_COV_2 
12500,MERS       
9816,SARS_COV_2 
11224,SARS_COV_2 
12159,MERS       
4297,SARS_COV_2 
2803,SARS_COV_2 
881,SARS_COV_2 
11140,SARS_COV_2 
1116,SARS_COV_2 
10905,SARS_COV_2 
610,SARS_COV_2 
9325,SARS_COV_2 
1576,SARS_COV_2 
5633,SARS_COV_2 
6358,SARS_COV_2 
2667,SARS_COV_2 
9531,SARS_COV_2 
